id,titulo,empresa,ubicacion,modalidad,salario_min,salario_max,descripcion,requisitos,url,estado,area
vac_126,UX Engineer,Rappi,"Manizales, Caldas",presencial,11979631,14237133,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Rappi es una de las organizaciones líderes en su sector en Colombia.,react; figma; design systems; css; pensamiento crítico,https://empleos.rappi.com.co/oferta/4595,activa,tecnologia
vac_127,QA Automation Engineer,Belatrix,"Bogotá, Cundinamarca",presencial,7680341,9347433,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Belatrix es una de las organizaciones líderes en su sector en Colombia.,selenium; cypress; python; ci/cd; resolución de problemas; trabajo en equipo,https://empleos.belatrix.com.co/oferta/8705,activa,tecnologia
vac_128,Analista de Estados Financieros,PwC,"Bucaramanga, Santander",hibrido,7529651,10021494,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. PwC es una de las organizaciones líderes en su sector en Colombia.,niif; consolidación; auditoría; resolución de problemas; trabajo en equipo,https://empleos.pwc.com.co/oferta/7824,activa,economia_finanzas
vac_129,Arquitecto BIM,Constructora Bolívar,"Bogotá, Cundinamarca",presencial,7533230,9228274,"Reconocido estudio de arquitectura busca profesional creativo, riguroso y apasionado por el diseño para sumarse a proyectos de alto impacto. Constructora Bolívar es una de las organizaciones líderes en su sector en Colombia.",revit; navisworks; bim 360; coordinación 3d; proactividad,https://empleos.constructora-bolívar.com.co/oferta/5942,activa,arquitectura
vac_130,Psicólogo Clínico Semi-Senior,EPS Sura,"Barranquilla, Atlántico",presencial,3780656,5801871,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. EPS Sura es una de las organizaciones líderes en su sector en Colombia.,terapia cognitiva; evaluación psicológica; orientación al detalle; resolución de problemas,https://empleos.eps-sura.com.co/oferta/1992,activa,salud
vac_131,Especialista en Influencer Marketing,Almacenes Éxito,"Bogotá, Cundinamarca",hibrido,5689799,6708194,Reconocida agencia / marca busca profesional creativo y data-driven para liderar estrategias de marketing y crecimiento digital. Almacenes Éxito es una de las organizaciones líderes en su sector en Colombia.,negociación; kpis; creator economy; proactividad; comunicación efectiva,https://empleos.almacenes-éxito.com.co/oferta/4366,activa,marketing
vac_132,Camarógrafo / Camarógrafa,La República,"Bogotá, Cundinamarca",remoto,3968195,5523679,"Reconocido medio de comunicación busca profesional riguroso, ético y con buena pluma para producir contenido relevante y de calidad. La República es una de las organizaciones líderes en su sector en Colombia.",cámara; iluminación; premiere; comunicación efectiva,https://empleos.la-república.com.co/oferta/3734,activa,comunicacion
vac_133,Arquitecto BIM,Constructora Bolívar,"Bogotá, Cundinamarca",presencial,8172666,10319772,"Reconocido estudio de arquitectura busca profesional creativo, riguroso y apasionado por el diseño para sumarse a proyectos de alto impacto. Constructora Bolívar es una de las organizaciones líderes en su sector en Colombia.",revit; navisworks; bim 360; coordinación 3d; proactividad; pensamiento crítico,https://empleos.constructora-bolívar.com.co/oferta/7146,activa,arquitectura
vac_134,Growth Hacker Semi-Senior,Geometry Global,"Bogotá, Cundinamarca",presencial,8513424,10729778,Reconocida agencia / marca busca profesional creativo y data-driven para liderar estrategias de marketing y crecimiento digital. Geometry Global es una de las organizaciones líderes en su sector en Colombia.,a/b testing; funnels; automatizaciones; comunicación efectiva,https://empleos.geometry-global.com.co/oferta/2978,activa,marketing
vac_135,Locutor Profesional,El Tiempo,"Bogotá, Cundinamarca",remoto,3923977,5461633,"Reconocido medio de comunicación busca profesional riguroso, ético y con buena pluma para producir contenido relevante y de calidad. El Tiempo es una de las organizaciones líderes en su sector en Colombia.",voz; guión; dirección de audio; proactividad; comunicación efectiva,https://empleos.el-tiempo.com.co/oferta/3150,activa,comunicacion
vac_136,Ingeniero Logístico Semi-Senior,Tecnoglass,"Bogotá, Cundinamarca",presencial,4005907,4885159,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. Tecnoglass es una de las organizaciones líderes en su sector en Colombia.,wms; cadena de suministro; kpi; proactividad; orientación al detalle,https://empleos.tecnoglass.com.co/oferta/1660,activa,ingenierias
vac_137,Ingeniero de Mantenimiento,Postobón,"Bogotá, Cundinamarca",presencial,7796352,10601804,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. Postobón es una de las organizaciones líderes en su sector en Colombia.,mantenimiento predictivo; rcm; sap pm; trabajo en equipo,https://empleos.postobón.com.co/oferta/6911,activa,ingenierias
vac_138,Security Engineer,Endava,"Bogotá, Cundinamarca",presencial,5160662,6019918,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Endava es una de las organizaciones líderes en su sector en Colombia.,pentesting; owasp; siem; linux; orientación al detalle,https://empleos.endava.com.co/oferta/3060,activa,tecnologia
vac_139,Enfermero(a) Auxiliar,Sanitas,"Bucaramanga, Santander",remoto,6009359,7652421,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Sanitas es una de las organizaciones líderes en su sector en Colombia.,atención al paciente; signos vitales; pensamiento crítico; resolución de problemas,https://empleos.sanitas.com.co/oferta/6549,activa,salud
vac_140,Ejecutivo de Cuenta Empresarial,Protección,"Barranquilla, Atlántico",hibrido,9220644,9935214,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. Protección es una de las organizaciones líderes en su sector en Colombia.,productos bancarios; negociación; resolución de problemas,https://empleos.protección.com.co/oferta/5728,activa,economia_finanzas
vac_141,DevOps Engineer Junior,Belatrix,"Medellín, Antioquia",hibrido,7859236,10666508,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Belatrix es una de las organizaciones líderes en su sector en Colombia.,kubernetes; terraform; aws; ci/cd; linux; resolución de problemas; proactividad,https://empleos.belatrix.com.co/oferta/2899,activa,tecnologia
vac_142,Abogado Corporativo,Defensoría del Pueblo,"Bogotá, Cundinamarca",remoto,5557404,7080449,Prestigiosa firma legal busca abogado(a) con sólido criterio jurídico y capacidad para atender clientes corporativos de alto nivel. Defensoría del Pueblo es una de las organizaciones líderes en su sector en Colombia.,derecho mercantil; contratos; compliance; resolución de problemas,https://empleos.defensoría-del-pueblo.com.co/oferta/7985,activa,derecho
vac_143,Analista de Riesgos Crediticios Junior,Davivienda,"Bucaramanga, Santander",presencial,2762492,4271919,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. Davivienda es una de las organizaciones líderes en su sector en Colombia.,riesgo de crédito; sas; python; pensamiento crítico,https://empleos.davivienda.com.co/oferta/1797,activa,economia_finanzas
vac_144,Director de Marketing,Avianca,"Barranquilla, Atlántico",presencial,7814078,10115152,Reconocida agencia / marca busca profesional creativo y data-driven para liderar estrategias de marketing y crecimiento digital. Avianca es una de las organizaciones líderes en su sector en Colombia.,estrategia comercial; branding; indicadores; pensamiento crítico; trabajo en equipo,https://empleos.avianca.com.co/oferta/1618,activa,marketing
vac_145,Growth Hacker,Y&R Colombia,"Bogotá, Cundinamarca",presencial,4242263,6758313,Reconocida agencia / marca busca profesional creativo y data-driven para liderar estrategias de marketing y crecimiento digital. Y&R Colombia es una de las organizaciones líderes en su sector en Colombia.,a/b testing; funnels; automatizaciones; trabajo en equipo,https://empleos.yandr-colombia.com.co/oferta/2458,activa,marketing
vac_146,Growth Hacker,Falabella,"Cali, Valle del Cauca",presencial,8057309,10739644,Reconocida agencia / marca busca profesional creativo y data-driven para liderar estrategias de marketing y crecimiento digital. Falabella es una de las organizaciones líderes en su sector en Colombia.,a/b testing; funnels; automatizaciones; pensamiento crítico,https://empleos.falabella.com.co/oferta/2718,activa,marketing
vac_147,Fisioterapeuta,Audifarma,"Cali, Valle del Cauca",presencial,6912787,9017294,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Audifarma es una de las organizaciones líderes en su sector en Colombia.,rehabilitación; terapia manual; kinesiología; pensamiento crítico,https://empleos.audifarma.com.co/oferta/3344,activa,salud
vac_148,Diseñador de Producto Físico,WPP Colombia,"Medellín, Antioquia",presencial,9489785,12278719,"Estudio de diseño busca creativo con visión integral, capacidad de iterar rápido y obsesión por la calidad para proyectos digitales y físicos. WPP Colombia es una de las organizaciones líderes en su sector en Colombia.",solidworks; keyshot; prototipos; resolución de problemas,https://empleos.wpp-colombia.com.co/oferta/7113,activa,diseno
vac_149,Compliance Officer,Fiscalía General,"Bucaramanga, Santander",remoto,9742580,11869129,Prestigiosa firma legal busca abogado(a) con sólido criterio jurídico y capacidad para atender clientes corporativos de alto nivel. Fiscalía General es una de las organizaciones líderes en su sector en Colombia.,compliance; antilavado; ética empresarial; orientación al detalle,https://empleos.fiscalía-general.com.co/oferta/9537,activa,derecho
vac_150,Abogado Tributario Senior,Procuraduría,"Medellín, Antioquia",presencial,11073246,12185341,Prestigiosa firma legal busca abogado(a) con sólido criterio jurídico y capacidad para atender clientes corporativos de alto nivel. Procuraduría es una de las organizaciones líderes en su sector en Colombia.,derecho tributario; dian; precios de transferencia; pensamiento crítico; resolución de problemas,https://empleos.procuraduría.com.co/oferta/8933,activa,derecho
vac_151,Ingeniero de Calidad,Codensa,"Medellín, Antioquia",remoto,7063947,9730310,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. Codensa es una de las organizaciones líderes en su sector en Colombia.,iso 9001; auditorías; gestión de calidad; orientación al detalle,https://empleos.codensa.com.co/oferta/3604,activa,ingenierias
vac_152,Instrumentador Quirúrgico,Audifarma,"Cali, Valle del Cauca",hibrido,5545911,8304881,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Audifarma es una de las organizaciones líderes en su sector en Colombia.,quirófano; esterilización; instrumental; orientación al detalle; proactividad,https://empleos.audifarma.com.co/oferta/7180,activa,salud
vac_153,Ingeniero Estructural,Bavaria,"Pereira, Risaralda",hibrido,10573044,11218705,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. Bavaria es una de las organizaciones líderes en su sector en Colombia.,sap 2000; etabs; ras 2010; trabajo en equipo,https://empleos.bavaria.com.co/oferta/8357,activa,ingenierias
vac_154,Trade Marketing Senior,Sancho BBDO,"Medellín, Antioquia",hibrido,9354359,10840020,Reconocida agencia / marca busca profesional creativo y data-driven para liderar estrategias de marketing y crecimiento digital. Sancho BBDO es una de las organizaciones líderes en su sector en Colombia.,punto de venta; negociación; category management; trabajo en equipo; pensamiento crítico,https://empleos.sancho-bbdo.com.co/oferta/8324,activa,marketing
vac_155,Arquitecto Senior,Apiros,"Cali, Valle del Cauca",hibrido,8962307,9768456,"Reconocido estudio de arquitectura busca profesional creativo, riguroso y apasionado por el diseño para sumarse a proyectos de alto impacto. Apiros es una de las organizaciones líderes en su sector en Colombia.",dirección de proyectos; licencias; normativa; trabajo en equipo,https://empleos.apiros.com.co/oferta/5295,inactiva,arquitectura
vac_156,Director de Marketing Senior,Grupo Éxito,"Bogotá, Cundinamarca",hibrido,5374966,6641975,Reconocida agencia / marca busca profesional creativo y data-driven para liderar estrategias de marketing y crecimiento digital. Grupo Éxito es una de las organizaciones líderes en su sector en Colombia.,estrategia comercial; branding; indicadores; resolución de problemas; pensamiento crítico,https://empleos.grupo-éxito.com.co/oferta/8835,activa,marketing
vac_157,Capacitador Corporativo,Acertijo Talento,"Bogotá, Cundinamarca",presencial,3235536,5058654,Reconocida empresa busca profesional de Recursos Humanos con visión estratégica y foco en la experiencia del colaborador. Acertijo Talento es una de las organizaciones líderes en su sector en Colombia.,facilitación; diseño instruccional; comunicación efectiva,https://empleos.acertijo-talento.com.co/oferta/4258,inactiva,recursos_humanos
vac_158,Product Manager Tech,Platzi,"Bogotá, Cundinamarca",hibrido,8624894,9507592,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Platzi es una de las organizaciones líderes en su sector en Colombia.,scrum; jira; roadmap; métricas; resolución de problemas; proactividad,https://empleos.platzi.com.co/oferta/2713,activa,tecnologia
vac_159,Arquitecto BIM Semi-Senior,Amarilo,"Bogotá, Cundinamarca",presencial,8074303,9268565,"Reconocido estudio de arquitectura busca profesional creativo, riguroso y apasionado por el diseño para sumarse a proyectos de alto impacto. Amarilo es una de las organizaciones líderes en su sector en Colombia.",revit; navisworks; bim 360; coordinación 3d; proactividad; comunicación efectiva,https://empleos.amarilo.com.co/oferta/8032,activa,arquitectura
vac_160,Odontólogo General,Clínica del Country,"Bogotá, Cundinamarca",presencial,6561319,7417654,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Clínica del Country es una de las organizaciones líderes en su sector en Colombia.,operatoria; endodoncia; ortodoncia básica; comunicación efectiva,https://empleos.clínica-del-country.com.co/oferta/1815,activa,salud
vac_161,Solutions Architect,Belatrix,"Cali, Valle del Cauca",presencial,8754051,10551284,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Belatrix es una de las organizaciones líderes en su sector en Colombia.,aws; microservicios; event-driven; kafka; pensamiento crítico; resolución de problemas,https://empleos.belatrix.com.co/oferta/3085,activa,tecnologia
vac_162,Tech Lead Backend,Rappi,"Medellín, Antioquia",remoto,10723928,12050353,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Rappi es una de las organizaciones líderes en su sector en Colombia.,java; spring boot; microservicios; kafka; proactividad,https://empleos.rappi.com.co/oferta/6409,activa,tecnologia
vac_163,Analista de Selección,Argos HR,Remoto - Colombia,hibrido,7536864,9005376,Reconocida empresa busca profesional de Recursos Humanos con visión estratégica y foco en la experiencia del colaborador. Argos HR es una de las organizaciones líderes en su sector en Colombia.,entrevistas; psicometría; linkedin recruiter; proactividad,https://empleos.argos-hr.com.co/oferta/1427,activa,recursos_humanos
vac_164,Docente de Matemáticas Secundaria,Crehana,"Bucaramanga, Santander",presencial,6999434,9246725,"Reconocida institución educativa busca docente apasionado por la formación de nuevas generaciones, con visión innovadora y vocación pedagógica. Crehana es una de las organizaciones líderes en su sector en Colombia.",pedagogía; currículo; evaluación; pensamiento crítico,https://empleos.crehana.com.co/oferta/9938,activa,educacion
vac_165,Headhunter Senior,Page Group,"Bogotá, Cundinamarca",presencial,2525948,4157817,Reconocida empresa busca profesional de Recursos Humanos con visión estratégica y foco en la experiencia del colaborador. Page Group es una de las organizaciones líderes en su sector en Colombia.,search ejecutivo; redes profesionales; proactividad,https://empleos.page-group.com.co/oferta/4323,activa,recursos_humanos
vac_166,Blockchain Developer,Perficient,"Cali, Valle del Cauca",remoto,4731530,5715308,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Perficient es una de las organizaciones líderes en su sector en Colombia.,solidity; ethereum; smart contracts; comunicación efectiva; orientación al detalle,https://empleos.perficient.com.co/oferta/5349,activa,tecnologia
vac_167,Mobile Developer iOS,Endava,"Cartagena, Bolívar",hibrido,9247386,9919642,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Endava es una de las organizaciones líderes en su sector en Colombia.,swift; swiftui; xcode; rest api; proactividad; resolución de problemas,https://empleos.endava.com.co/oferta/2129,activa,tecnologia
vac_168,Brand Manager,Carulla,"Cartagena, Bolívar",presencial,6722292,9691355,Reconocida agencia / marca busca profesional creativo y data-driven para liderar estrategias de marketing y crecimiento digital. Carulla es una de las organizaciones líderes en su sector en Colombia.,estrategia de marca; branding; campañas 360; trabajo en equipo,https://empleos.carulla.com.co/oferta/5885,activa,marketing
vac_169,Auxiliar de Vuelo Senior,Aviatur,"Medellín, Antioquia",presencial,5303983,8281122,Reconocida cadena hotelera / turística busca profesional con vocación de servicio y excelencia para atender huéspedes nacionales e internacionales. Aviatur es una de las organizaciones líderes en su sector en Colombia.,atención al pasajero; seguridad aérea; inglés; comunicación efectiva; trabajo en equipo,https://empleos.aviatur.com.co/oferta/1271,activa,hospitalidad_turismo
vac_170,Físico Investigador,INS,"Medellín, Antioquia",presencial,6179647,7457834,Reconocida institución de investigación busca científico apasionado por la generación de conocimiento y la publicación de resultados. INS es una de las organizaciones líderes en su sector en Colombia.,matlab; simulación; física experimental; orientación al detalle; comunicación efectiva,https://empleos.ins.com.co/oferta/6254,activa,ciencias
vac_171,Instrumentador Quirúrgico,Colmédica,"Bogotá, Cundinamarca",remoto,6959064,9950815,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Colmédica es una de las organizaciones líderes en su sector en Colombia.,quirófano; esterilización; instrumental; orientación al detalle; proactividad,https://empleos.colmédica.com.co/oferta/1672,activa,salud
vac_172,Contador Público Semi-Senior,Credicorp Capital,"Bucaramanga, Santander",presencial,7356449,8013593,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. Credicorp Capital es una de las organizaciones líderes en su sector en Colombia.,niif; siigo; siesa; impuestos; resolución de problemas,https://empleos.credicorp-capital.com.co/oferta/5662,activa,economia_finanzas
vac_173,Marketing Automation Specialist Junior,Grupo Éxito,"Medellín, Antioquia",hibrido,3986481,6913113,Reconocida agencia / marca busca profesional creativo y data-driven para liderar estrategias de marketing y crecimiento digital. Grupo Éxito es una de las organizaciones líderes en su sector en Colombia.,hubspot; salesforce; marketo; pensamiento crítico,https://empleos.grupo-éxito.com.co/oferta/6273,inactiva,marketing
vac_174,Asesor Hipotecario,Protección,"Barranquilla, Atlántico",presencial,7449685,10331132,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. Protección es una de las organizaciones líderes en su sector en Colombia.,créditos hipotecarios; análisis de capacidad; comunicación efectiva,https://empleos.protección.com.co/oferta/7643,activa,economia_finanzas
vac_175,Ingeniero Eléctrico,Bavaria,"Manizales, Caldas",remoto,7129097,9902932,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. Bavaria es una de las organizaciones líderes en su sector en Colombia.,retie; etap; sistemas de potencia; trabajo en equipo; proactividad,https://empleos.bavaria.com.co/oferta/1920,activa,ingenierias
vac_176,Gerente de Operaciones Hotel,Hilton,"Medellín, Antioquia",hibrido,7381891,8846287,Reconocida cadena hotelera / turística busca profesional con vocación de servicio y excelencia para atender huéspedes nacionales e internacionales. Hilton es una de las organizaciones líderes en su sector en Colombia.,liderazgo; kpi hoteleros; inglés; resolución de problemas; orientación al detalle,https://empleos.hilton.com.co/oferta/9776,activa,hospitalidad_turismo
vac_177,Data Engineer,Merqueo,"Bogotá, Cundinamarca",remoto,8465051,9984255,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Merqueo es una de las organizaciones líderes en su sector en Colombia.,python; sql; airflow; spark; bigquery; comunicación efectiva; trabajo en equipo,https://empleos.merqueo.com.co/oferta/2588,activa,tecnologia
vac_178,UX/UI Designer,Frubana,"Barranquilla, Atlántico",presencial,4293106,5849684,"Estudio de diseño busca creativo con visión integral, capacidad de iterar rápido y obsesión por la calidad para proyectos digitales y físicos. Frubana es una de las organizaciones líderes en su sector en Colombia.",figma; design thinking; user research; prototyping; resolución de problemas,https://empleos.frubana.com.co/oferta/7678,activa,diseno
vac_179,Marketing Analyst,Alpina Marketing,"Medellín, Antioquia",remoto,8895262,10436450,Reconocida agencia / marca busca profesional creativo y data-driven para liderar estrategias de marketing y crecimiento digital. Alpina Marketing es una de las organizaciones líderes en su sector en Colombia.,ga4; data studio; excel avanzado; resolución de problemas; pensamiento crítico,https://empleos.alpina-marketing.com.co/oferta/3185,activa,marketing
vac_180,Tech Lead Backend,Merqueo,"Medellín, Antioquia",presencial,8275458,9862586,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Merqueo es una de las organizaciones líderes en su sector en Colombia.,java; spring boot; microservicios; kafka; orientación al detalle; pensamiento crítico,https://empleos.merqueo.com.co/oferta/4919,activa,tecnologia
vac_181,Químico Farmacéutico,Cruz Verde,"Bucaramanga, Santander",presencial,7694664,9490639,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Cruz Verde es una de las organizaciones líderes en su sector en Colombia.,regulatorio; farmacovigilancia; GMP; trabajo en equipo; comunicación efectiva,https://empleos.cruz-verde.com.co/oferta/3347,activa,salud
vac_182,Solutions Architect,Mercado Libre,"Medellín, Antioquia",hibrido,6687461,8044186,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Mercado Libre es una de las organizaciones líderes en su sector en Colombia.,aws; microservicios; event-driven; kafka; comunicación efectiva; resolución de problemas,https://empleos.mercado-libre.com.co/oferta/7484,activa,tecnologia
vac_183,Practicante de Ingeniería,Davivienda,"Bogotá, Cundinamarca",hibrido,1389450,4086499,Programa de talento joven diseñado para que recién egresados y practicantes desarrollen su carrera en una empresa líder del país. Davivienda es una de las organizaciones líderes en su sector en Colombia.,excel; autocad; trabajo en equipo; pensamiento crítico,https://empleos.davivienda.com.co/oferta/7235,activa,trainees_practicas
vac_184,Asistente Legal,Cuberos Cortés Gutiérrez,"Bucaramanga, Santander",presencial,12259841,13597863,Prestigiosa firma legal busca abogado(a) con sólido criterio jurídico y capacidad para atender clientes corporativos de alto nivel. Cuberos Cortés Gutiérrez es una de las organizaciones líderes en su sector en Colombia.,redacción jurídica; investigación; case management; proactividad,https://empleos.cuberos-cortés-gutiérrez.com.co/oferta/1440,activa,derecho
vac_185,Abogado Tributario Junior,Cardenas & Cardenas,"Barranquilla, Atlántico",hibrido,8112979,10125865,Prestigiosa firma legal busca abogado(a) con sólido criterio jurídico y capacidad para atender clientes corporativos de alto nivel. Cardenas & Cardenas es una de las organizaciones líderes en su sector en Colombia.,derecho tributario; dian; precios de transferencia; pensamiento crítico; resolución de problemas,https://empleos.cardenas-and-cardenas.com.co/oferta/5419,activa,derecho
vac_186,Tutor de Programación Online,Colegio Nueva Granada,"Manizales, Caldas",presencial,5974224,8030161,"Reconocida institución educativa busca docente apasionado por la formación de nuevas generaciones, con visión innovadora y vocación pedagógica. Colegio Nueva Granada es una de las organizaciones líderes en su sector en Colombia.",python; javascript; didáctica digital; orientación al detalle,https://empleos.colegio-nueva-granada.com.co/oferta/3255,activa,educacion
vac_187,Analista de Estados Financieros,Porvenir,Remoto - Colombia,presencial,4468239,6976978,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. Porvenir es una de las organizaciones líderes en su sector en Colombia.,niif; consolidación; auditoría; pensamiento crítico,https://empleos.porvenir.com.co/oferta/4921,inactiva,economia_finanzas
vac_188,Frontend Engineer,Mercado Libre,"Cali, Valle del Cauca",remoto,7298075,8346772,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Mercado Libre es una de las organizaciones líderes en su sector en Colombia.,react; typescript; tailwind; next.js; comunicación efectiva; pensamiento crítico,https://empleos.mercado-libre.com.co/oferta/8007,activa,tecnologia
vac_189,Coordinador BIM,Konstruir,"Cali, Valle del Cauca",remoto,6825279,8492242,"Reconocido estudio de arquitectura busca profesional creativo, riguroso y apasionado por el diseño para sumarse a proyectos de alto impacto. Konstruir es una de las organizaciones líderes en su sector en Colombia.",revit; lean construction; coordinación; pensamiento crítico; proactividad,https://empleos.konstruir.com.co/oferta/6362,activa,arquitectura
vac_190,Astrónomo Semi-Senior,Universidad de los Andes,"Bogotá, Cundinamarca",hibrido,8022091,10847917,Reconocida institución de investigación busca científico apasionado por la generación de conocimiento y la publicación de resultados. Universidad de los Andes es una de las organizaciones líderes en su sector en Colombia.,python; astrofísica; telescopios; pensamiento crítico,https://empleos.universidad-de-los-andes.com.co/oferta/5844,activa,ciencias
vac_191,Abogado Inmobiliario,Defensoría del Pueblo,"Medellín, Antioquia",presencial,11807787,14798448,Prestigiosa firma legal busca abogado(a) con sólido criterio jurídico y capacidad para atender clientes corporativos de alto nivel. Defensoría del Pueblo es una de las organizaciones líderes en su sector en Colombia.,urbanismo; ley 388; contratos inmobiliarios; trabajo en equipo,https://empleos.defensoría-del-pueblo.com.co/oferta/5067,inactiva,derecho
vac_192,Especialista Tributario,Banco Popular,"Medellín, Antioquia",hibrido,8768384,11012566,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. Banco Popular es una de las organizaciones líderes en su sector en Colombia.,dian; iva; renta; precios de transferencia; orientación al detalle; comunicación efectiva,https://empleos.banco-popular.com.co/oferta/5054,cerrada,economia_finanzas
vac_193,Diseñador Industrial Junior,Frubana,"Bogotá, Cundinamarca",hibrido,4257899,6913128,"Estudio de diseño busca creativo con visión integral, capacidad de iterar rápido y obsesión por la calidad para proyectos digitales y físicos. Frubana es una de las organizaciones líderes en su sector en Colombia.",solidworks; rhino; prototipado; manufactura; resolución de problemas; orientación al detalle,https://empleos.frubana.com.co/oferta/5329,activa,diseno
vac_194,Productor de Radio,Soho,"Bogotá, Cundinamarca",presencial,3569948,6370789,"Reconocido medio de comunicación busca profesional riguroso, ético y con buena pluma para producir contenido relevante y de calidad. Soho es una de las organizaciones líderes en su sector en Colombia.",audio; guión; moderación; pensamiento crítico; orientación al detalle,https://empleos.soho.com.co/oferta/6621,activa,comunicacion
vac_195,Arquitecto Residente de Obra Senior,Conconcreto,"Barranquilla, Atlántico",hibrido,3249363,4178973,"Reconocido estudio de arquitectura busca profesional creativo, riguroso y apasionado por el diseño para sumarse a proyectos de alto impacto. Conconcreto es una de las organizaciones líderes en su sector en Colombia.",interventoría; planos; presupuestos; comunicación efectiva; pensamiento crítico,https://empleos.conconcreto.com.co/oferta/3181,activa,arquitectura
vac_196,Ingeniero Civil de Proyectos Junior,Mineros S.A.,"Bogotá, Cundinamarca",remoto,7029286,8366782,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. Mineros S.A. es una de las organizaciones líderes en su sector en Colombia.,autocad; ms project; presupuestos; proactividad,https://empleos.mineros-sa.com.co/oferta/5781,activa,ingenierias
vac_197,Especialista en RP,La República,"Bogotá, Cundinamarca",hibrido,5889667,6522782,"Reconocido medio de comunicación busca profesional riguroso, ético y con buena pluma para producir contenido relevante y de calidad. La República es una de las organizaciones líderes en su sector en Colombia.",medios; comunicados; crisis management; trabajo en equipo,https://empleos.la-república.com.co/oferta/5366,cerrada,comunicacion
vac_198,Analista de Estados Financieros,Porvenir,"Medellín, Antioquia",hibrido,6888275,8896733,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. Porvenir es una de las organizaciones líderes en su sector en Colombia.,niif; consolidación; auditoría; pensamiento crítico; trabajo en equipo,https://empleos.porvenir.com.co/oferta/8692,activa,economia_finanzas
vac_199,Trainee Comercial,Davivienda,"Barranquilla, Atlántico",presencial,2160109,2943923,Programa de talento joven diseñado para que recién egresados y practicantes desarrollen su carrera en una empresa líder del país. Davivienda es una de las organizaciones líderes en su sector en Colombia.,recién egresado; comunicación; ventas; resolución de problemas,https://empleos.davivienda.com.co/oferta/8713,activa,trainees_practicas
